Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,0.0007558771121336239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,0.0191027473654808,0.01565129149003347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,0.020581597614114905,,,,0.01070729938574344,0.03744961761882798,0.03367045005349861,,,,,,,0.013866891500386447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,0.04296746859944761,0.010591403615560081,,,0.030445138930032145,0.05579648787217516,0.05168960861696374,,,,,,,0.034060690017082895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,0.06535333958478032,0.028673986739608998,,,0.05018297847432088,0.07414335812552234,0.06970876718042887,,,,,,,0.054254488533779344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,0.08773921057011304,0.04675656986365792,,,0.0687051553574752,0.0924902283788695,0.08772792574389401,,,,,,,0.07444828705047574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,0.11012508155544574,0.06483915298770683,,,0.08722733224062952,0.11083709863221669,0.10574708430735916,,,,,,,0.09464208556717219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,0.13251095254077844,0.08292173611175574,,,0.10574950912378384,0.12918396888556388,0.1237662428708243,0.004129501256550622,,,,,,0.11483588408386858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.014329949237387868,0.15489682352611117,0.10100431923580466,,,0.12427168600693816,0.14753083913891105,0.14178540143428942,0.013149942104476453,,,,,,0.13502968260056503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.030474976741489607,0.17728269451144388,0.11908690235985359,,,0.1427938628900925,0.1658777093922582,0.15980455999775456,0.02217038295240227,,,,,,0.15522348111726147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.046620004245591345,0.19966856549677658,0.1371694854839025,0.015233854973733113,,0.16131603977324682,0.1842245796456054,0.1778237185612197,0.031190823800328088,,,,,,0.17541727963395787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06276503174969308,0.2220544364821093,0.1552520686079514,0.03786287318891375,,0.17983821665640112,0.2025714498989526,0.19584287712468482,0.04021126464825392,,,,,,0.19561107815065432,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052659924289735205,
83,0.07891005925379482,0.244440307467442,0.17333465173200033,0.06049189140409439,,0.19836039353955545,0.22091832015229973,0.21386203568814996,0.04923170549617972,,,,,,0.2158048766673507,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011760401113479757,
84,0.09505508675789659,0.2668261784527747,0.19141723485604925,0.08312090961927503,,0.21688257042270978,0.23926519040564692,0.2318811942516151,0.058252146344105554,,,,,,0.23599867518404716,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018254809797985966,
85,0.11120011426199833,0.2892120494381074,0.20949981798009815,0.10574992783445566,0.0037932028214753277,0.2354047473058641,0.2576120606589941,0.24990035281508025,0.06727258719203139,,,,,,0.2561924737007436,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024749218482492175,
86,0.12734514176610007,0.31159792042344014,0.22758240110414707,0.1283789460496363,0.018456333821762594,0.2539269241890184,0.2759589309123413,0.2679195113785454,0.07629302803995719,,,,,,0.27638627221744005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031243627166998383,
87,0.1434901692702018,0.3339837914087729,0.245664984228196,0.15100796426481694,0.03311946482204986,0.27244910107217274,0.2943058011656885,0.28593866994201056,0.08531346888788302,,,,,,0.2965800707341365,,,,,,,,,,0.022259734771651885,,,,,,,,,,,,,,,,,,0.03773803585150459,
88,0.15963519677430354,0.3563696623941055,0.2637475673522449,0.1736369824799976,0.04778259582233707,0.29097127795532707,0.31265267141903563,0.3039578285054757,0.09433390973580882,,,,,,0.3167738692508329,,,,,,,,,,0.044957920966679665,,,0.00155410802334114,,,,,,,,,,,,,,,0.04423244453601083,
89,0.17578022427840528,0.37875553337943824,0.28183015047629384,0.19626600069517822,0.06244572682262434,0.30949345483848134,0.3309995416723828,0.32197698706894073,0.10273043366290363,,,,,,0.3362059587101964,,,,,,,,,,0.06765610716170739,,,0.012722922604843173,,,,,,,,,,,,,,,0.05072685322051704,
90,0.19192525178250702,0.40114140436477097,0.29991273360034276,0.21889501891035884,0.0763676314183088,0.3280156317216357,0.34934641192573,0.3399961456324059,0.11112695758999844,,,,,,0.3556380481695599,,,,,,,,,,0.09035429335673517,,,0.023891737186345213,,,,,,,,,,,,,,,0.057221261905023246,
91,0.20807027928660876,0.4235272753501037,0.3179953167243917,0.2415240371255395,0.09028953601399324,0.34653780860479,0.36769328217907715,0.358015304195871,0.11952348151709326,,,,,,0.3750701376289234,,,,,,,,,,0.1130524795517629,,,0.03506055176784724,,,,,,,,,,,,,,,0.06371567058952946,
92,0.2242153067907105,0.44591314633543644,0.33607789984844055,0.26415305534072014,0.10421144060967769,0.3650599854879444,0.38604015243242434,0.37603446275933616,0.12792000544418808,,,,,,0.39450222708828686,,,,,,,,,,0.13575066574679068,,,0.04622936634934928,,,,,,,,,,,,,,,0.07021007927403566,
93,0.24036033429481224,0.46829901732076906,0.3541604829724895,0.28678207355590074,0.11813334520536214,0.38358216237109866,0.40438702268577154,0.3940536213228013,0.13631652937128286,,,,,,0.41393431654765034,,,,,,,,,,0.15844885194181846,,,0.05739818093085132,,,,,,,,,,,,,,,0.0767044879585419,
94,0.256505361798914,0.4906848883061018,0.3722430660965384,0.3094110917710814,0.1320552498010466,0.40210433925425304,0.4227338929391187,0.41207277988626645,0.1447130532983777,,,,,,0.43336640600701387,,,,,,,,,,0.18114703813684618,,,0.06856699551235335,,,,,,,,,,,,,,,0.08319889664304811,
95,0.2726503893030157,0.5130707592914345,0.3903256492205873,0.33204010998626204,0.14597715439673103,0.4206265161374073,0.4410807631924659,0.4300919384497316,0.1531095772254725,,,,,,0.45279849546637735,,,,,,,,,,0.20384522433187396,,,0.07973581009385539,,,,,,,,,,,,,,,0.08969330532755432,
96,0.2887954168071175,0.5354566302767673,0.40840823234463625,0.3546691282014427,0.1598990589924155,0.4391486930205616,0.45942763344581306,0.44811109701319674,0.1615061011525673,,,,,,0.4722305849257409,,,,,,,,,,0.2265434105269017,,,0.09090462467535743,,,,,,,,,,,,,,,0.09618771401206053,
97,0.30494044431121925,0.5578425012621,0.42649081546868517,0.37729814641662335,0.17382096358809995,0.45767086990371597,0.4777745036991602,0.4661302555766619,0.1699026250796621,,,,,,0.49166267438510436,,,,,,,,,,0.24924159672192944,,,0.10207343925685947,,,,,,,,,,,,0.006876956976850618,,,0.10268212269656674,
98,0.321085471815321,0.5802283722474327,0.4445733985927341,0.39992716463180394,0.1877428681837844,0.47619304678687024,0.49612137395250744,0.484149414140127,0.17829914900675692,,,,,,0.5110947638444678,,,,,,,,,0.005055954988539835,0.2714262282755667,,,0.11324225383836148,,,,,,,,,,,,0.018635601054306034,,,0.10917653138107297,
99,0.3372304993194227,0.6026142432327654,0.46265598171678296,0.4225561828469846,0.20166477277946887,0.49471522367002463,0.5144682442058546,0.5021685727035922,0.18669567293385175,,0.001261975379703295,,,,0.5305268533038313,,,,,,,,,0.01984756936417198,0.293610859829204,,,0.12441106841986352,,,,,,,,,,,,0.03039424513176145,,,0.11567094006557915,
100,0.35337552682352447,0.6250001142180981,0.48073856484083194,0.44518520106216525,0.2155866773751533,0.5132374005531789,0.5328151144592018,0.5201877312670573,0.19509219686094653,,0.014746030010774402,,,,0.5499589427631948,,,,,,,,,0.034639183739804125,0.3157954913828413,,,0.13557988300136556,,,,,,,,,,,,0.042152889209216865,,,0.12216534875008539,
101,0.3695205543276262,0.6473859852034308,0.4988211479648808,0.46781421927734584,0.22950858197083776,0.5317595774363333,0.551161984712549,0.5382068898305225,0.20348872078804137,,0.02823008464184551,,,,0.5693910322225584,,,,,,,0.00745823836853865,,0.04943079811543627,0.3379801229364786,,,0.1467486975828676,,,,,,,,,,,,0.05391153328667228,,,0.12865975743459163,
102,0.38566558183172794,0.6697718561887636,0.5169037310889297,0.49044323749252655,0.24343048656652222,0.5502817543194876,0.5695088549658961,0.5562260483939876,0.21188524471513617,,0.04171413927291662,,,,0.5888231216819217,,,,,,,0.020638880496430256,,0.06422241249106841,0.36016475449011587,,,0.15791751216436964,,,,,,,,,,,,0.0656701773641277,,,0.1351541661190978,
103,0.4018106093358297,0.6921577271740962,0.5349863142129787,0.5130722557077072,0.25735239116220665,0.5688039312026418,0.5878557252192433,0.5742452069574527,0.22028176864223098,,0.055198193903987725,,,,0.6082552111412853,,,,,,,0.03381952262432175,,0.07901402686670056,0.3823493860437531,,,0.16908632674587165,,,,,,,,,,,,0.07742882144158311,,,0.14164857480360404,
104,0.4179556368399314,0.7145435981594289,0.5530688973370275,0.5357012739228877,0.2712742957578911,0.5873261080857962,0.6062025954725905,0.5922643655209179,0.2286782925693258,,0.06868224853505883,,,,0.6276873006006488,,,,,,,0.04700016475221336,,0.09380564124233282,0.40453401759739044,,,0.1802551413273737,,,,,,,,,,,,0.08918746551903853,,,0.14814298348811022,
105,0.43410066434403316,0.7369294691447617,0.5711514804610764,0.5583302921380684,0.28519620035357557,0.6058482849689505,0.6245494657259376,0.610283524084383,0.2370748164964206,,0.08216630316612994,,,,0.6471193900600123,,,,,,,0.060180806880104964,,0.10859725561796496,0.42671864915102775,,,0.19142395590887573,,,,,,,,,,,,0.10094610959649394,,,0.15463739217261646,
106,0.4502456918481349,0.7593153401300944,0.5892340635851254,0.5809593103532491,0.29911810494926006,0.6243704618521049,0.6461850423772382,0.6283026826478482,0.2454713404235154,,0.0956503577972011,,,,0.6665514795193759,,,,,,,0.07336144900799646,,0.1233888699935971,0.448903280704665,,,0.20259277049037777,,,,,,,,,,,0.015767326117387404,0.11270475367394936,,,0.16113180085712264,
107,0.46639071935223664,0.7817012111154271,0.6073166467091744,0.6035883285684296,0.3130400095449445,0.6428926387352591,0.6678206190285386,0.6463218412113133,0.2538678643506102,,0.11094913171125825,,,0.003002598005121704,0.6859835689787392,,,,,,,0.08654209113588807,,0.13818048436922925,0.47108791225830227,,,0.2137615850718798,,,,,,,,,,,0.03169787512692945,0.12446339775140475,,,0.16762620954162888,
108,0.4825357468563384,0.8040870821007597,0.6253992298332232,0.6262173467836103,0.3269619141406289,0.6614148156184134,0.6894561956798391,0.6643409997747785,0.26226438827770504,,0.1262479056253154,,,0.012859576958623276,0.7054156584381028,,,,,,,0.09972273326377967,,0.1529720987448614,0.4932725438119396,,,0.22493039965338185,,,,,,,,,,,0.0476284241364715,0.13622204182886016,,,0.17412061822613512,
109,0.4986807743604401,0.8264729530860925,0.6434818129572721,0.648846364998791,0.3408838187363134,0.6799369925015678,0.7110917723311396,0.6823601583382435,0.2706609122047998,,0.14154667953937256,,,0.022716555912124847,0.7248477478974663,,0.00554084950766609,,,,,0.11290337539167117,,0.16776371312049354,0.5154571753655769,,,0.2360992142348839,,,,,0.0008571062957906982,,,,,,0.06355897314601361,0.14798068590631558,,,0.1806150269106413,
110,0.5148258018645419,0.8488588240714252,0.6615643960813211,0.6714753832139717,0.35480572333199784,0.6984591693847221,0.7327273489824402,0.7003793169017086,0.27905743613189465,,0.1568454534534297,,,0.03257353486562642,0.7442798373568298,,0.016504870125172988,,,,,0.12608401751956277,,0.18255532749612569,0.5376418069192141,,,0.24726802881638593,,,,,0.003362062945220533,,,,,,0.07948952215555566,0.159739329983771,,,0.18710943559514753,0.01252008489478268
111,0.5331078536515097,0.871244695056758,0.6796469792053701,0.6941044014291522,0.36872762792768227,0.7169813462678765,0.7543629256337406,0.7183984754651738,0.2874539600589895,,0.17214422736748686,,,0.04243051381912799,0.7637119268161933,,0.027468890742679886,,,,,0.13926465964745438,,0.19734694187175794,0.5598264384728514,,,0.2584368433978879,,,,,0.0058670195946503665,,,,,,0.09542007116509771,0.1714979740612264,,,0.19360384427965371,0.02623639526035773
112,0.5513899054384777,0.8936305660420907,0.6977295623294189,0.7167334196443329,0.38264953252336675,0.7355035231510307,0.7759985022850411,0.7364176340286389,0.29585048398608427,,0.18744300128154398,0.009185647178941495,,0.05228749277262956,0.7831440162755567,,0.03843291136018678,,,,,0.152445301775346,,0.2121385562473901,0.5820110700264888,,,0.26960565797938996,,,,,0.0083719762440802,,,,,,0.11135062017463981,0.18325661813868183,,,0.20009825296415995,0.03995270562593278
113,0.5696719572254456,0.9150042254082744,0.7158121454534678,0.7393624378595136,0.3965714371190512,0.7540257000341851,0.7976340789363416,0.754436792592104,0.30424700791317905,,0.20274177519560113,0.02198850480260193,,0.062144471726131134,0.8025761057349203,,0.04939693197769357,,,,,0.16562594390323748,,0.22693017062302223,0.604195701580126,,,0.280774472560892,,,,,0.010876932893510036,,,,,,0.12728116918418186,0.19501526221613724,,,0.2065926616486662,0.05366901599150786
114,0.5879540090124135,0.9363778847744582,0.7338947285775168,0.7619914560746941,0.4104933417147356,0.7725478769173394,0.8192696555876422,0.7715810319352655,0.3126435318402739,,0.21804054910965828,0.03479136242626236,,0.0720014506796327,0.8220081951942837,,0.06036095259520047,,,,,0.1788065860311291,,0.24172178499865438,0.6263803331337633,,,0.29194328714239404,,,,,0.013381889542939868,,,0.00275683660543502,,,0.1432117181937239,0.20677390629359266,,,0.21414687980821076,0.06738532635708291
115,0.6062360607993813,0.9577515441406418,0.7511175188146678,0.7846204742898748,0.4244152463104201,0.7910700538004938,0.8409052322389426,0.7887252712784268,0.3210400557673687,,0.23333932302371543,0.047594220049922795,,0.08185842963313428,0.8414402846536473,,0.07132497321270737,,,,,0.1919872281590207,,0.2565133993742865,0.6485649646874005,,,0.3031121017238961,,,,,0.015886846192369703,,,0.009316856154895192,,,0.15914226720326596,0.21853255037104807,,,0.2217010979677553,0.08110163672265797
116,0.6245181125863493,0.9791252035068255,0.7683403090518189,0.8072494925050555,0.43833715090610453,0.809592230683648,0.8625408088902431,0.8058695106215883,0.3294365796944635,,0.24863809693777258,0.060397077673583224,,0.09171540858663585,0.8608723741130107,,0.08228899383021426,,,,,0.2051678702869122,,0.2719266636985245,0.6707495962410379,,,0.3142809163053981,,,,,0.01839180284179954,,,0.015876875704355364,,,0.175072816212808,0.2302911944485035,,,0.22925531612729988,0.09481794708823305
117,0.6428001643733172,1.0004988628730092,0.78556309928897,0.829878510720236,0.45225905550178896,0.8281144075668023,0.8841763855415437,0.8230137499647496,0.33783310362155833,,0.2639368708518297,0.07319993529724365,,0.10157238754013742,0.8803044635723742,,0.09325301444772116,,,,,0.21834851241480369,,0.28733992802276237,0.6929342277946752,,,0.32544973088690016,,,,,0.02089675949122937,,,0.022436895253815536,,,0.19100336522235012,0.2420498385259589,,,0.23680953428684443,0.1085342574538081
118,0.6610822161602851,1.021872522239193,0.8027858895261211,0.8525075289354167,0.46618096009747345,0.8466365844499567,0.9058119621928442,0.8401579893079111,0.34622962754865316,,0.27923564476588686,0.08600279292090408,,0.11142936649363899,0.8997365530317378,,0.10421703506522795,,,,,0.2315291545426954,,0.3027531923470003,0.7151188593483124,,,0.3366185454684022,,,,,0.023401716140659206,,,0.02899691480327571,,,0.20693391423189217,0.2538084826034143,,,0.244363752446389,0.12225056781938315
119,0.6793642679472529,1.0432461816053766,0.8200086797632721,0.8751365471505974,0.4801028646931579,0.8642780665880765,0.9274475388441447,0.8573022286510724,0.35462615147574794,,0.294534418679944,0.09880565054456451,,0.12128634544714056,0.9191686424911012,,0.11518105568273485,,,,,0.2447097966705869,,0.3181664566712383,0.7373034909019497,,,0.34778736004990424,,,,,0.02590667279008904,,,0.03555693435273588,,,0.22286446324143422,0.26556712668086974,,,0.25191797060593357,0.13596687818495823
120,0.6976463197342209,1.0646198409715604,0.8372314700004232,0.8977655653657779,0.49402476928884237,0.8819195487261963,0.9490831154954451,0.8744464679942339,0.3630226754028427,0.006722285287126872,0.30983319259400116,0.11160850816822496,,0.13114332440064214,0.9386007319504648,,0.12614507630024174,,,,,0.2578904387984786,,0.33357972099547617,0.7594881224555871,,,0.3589561746314063,,,,,0.028411629439518873,,,0.04211695390219605,,,0.23879501225097632,0.27732577075832515,0.006813978990601266,,0.2594721887654781,0.14968318855053325
121,0.7159283715211888,1.085993500337744,0.8544542602375742,0.9203945835809586,0.5079466738845269,0.899561030864316,0.9707186921467457,0.8915907073373952,0.3714191993299376,0.028483601843801526,0.3251319665080583,0.12441136579188539,,0.1410003033541437,0.9580328214098282,,0.13710909691774864,,,,,0.2710710809263701,,0.3489929853197141,0.7816727540092243,,,0.3701249892129083,,,,,0.030916586088948705,,,0.048676973451656225,,,0.2547255612605184,0.28908441483578057,0.020213083649115254,,0.26702640692502266,0.16339949891610833
122,0.7342104233081567,1.1073671597039279,0.8716770504747253,0.9430236017961393,0.5218685784802113,0.9172025130024358,0.9923542687980462,0.9087349466805567,0.3798157232570324,0.05024491840047618,0.34043074042211546,0.13721422341554582,,0.15085728230764528,0.9774649108691917,,0.14807311753525554,0.0729722635787633,,,,0.2842517230542616,,0.3644062496439521,0.8038573855628616,,,0.3812938037944103,,,,,0.033421542738378544,,,0.0552369930011164,,,0.2706561102700604,0.300843058913236,0.03361218830762927,,0.27458062508456726,0.1771158092816834
123,0.7524924750951245,1.1287408190701116,0.8888998407118763,0.9656526200113198,0.5357904830758957,0.9348439951405556,1.0139898454493466,0.925879186023718,0.38821224718412717,0.0720062349571508,0.3557295143361726,0.15001708103920625,,0.16071426126114685,0.9968970003285551,,0.15903713815276244,0.08289832698650289,,,,0.29757210847233034,,0.37981951396818997,0.8260420171164988,,,0.39246261837591234,,,,,0.035926499387808376,,,0.06179701255057657,,,0.2865866592796025,0.3126017029906914,0.04701129296614326,0.004301904416365354,0.2821348432441118,0.19083211964725844
124,0.7707745268820925,1.1501144784362953,0.9061226309490273,0.9882816382265005,0.5497123876715801,0.9524854772786754,1.0356254221006471,0.9430234253668794,0.39660877111122195,0.09376755151382543,0.37102828825022977,0.16281993866286668,,0.17057124021464842,1.0163290897879187,,0.17000115877026922,0.09282439039424248,,,,0.3108924938903991,,0.3952327782924279,0.8482266486701362,,,0.4036314329574144,,,,,0.03843145603723821,,,0.06835703210003674,,,0.3025172082891445,0.3243603470681468,0.060410397624657275,0.012363141161609525,0.28968906140365636,0.20454843001283352
125,0.7890565786690604,1.1714881378024788,0.9233454211861785,1.0093334553585298,0.5636342922672646,0.9701269594167952,1.0572609987519477,0.9601676647100408,0.40500529503831684,0.11552886807050006,0.3863270621642869,0.1756227962865271,,0.18042821916815,1.0357611792472823,,0.18096517938777612,0.10275045380198206,,,,0.3242128793084678,,0.4106460426166658,0.8704112802237735,,,0.4148002475389164,,,,,0.04093641268666805,,,0.07491705164949691,,,0.3184477572986866,0.33611899114560223,0.07380950228317126,0.020424377906853697,0.29724327956320096,0.2182647403784086
126,0.8073386304560283,1.1928617971686626,0.9405682114233295,1.0303852724905593,0.577556196862949,0.987768441554915,1.0788965754032482,0.9773119040532022,0.4134018189654116,0.13729018462717468,0.40162583607834407,0.18842565391018753,,0.19028519812165157,1.0551932687066456,,0.19192920000528302,0.11267651720972165,,,,0.33753326472653655,,0.42605930694090377,0.8925959117774107,,,0.42596906212041846,,,,,0.04344136933609788,,,0.08181995380862084,0.0009119545265404705,,0.3343783063082286,0.34787763522305765,0.08720860694168525,0.02848561465209798,0.3047974977227455,0.23198105074398362
127,0.8256206822429961,1.2142354565348463,0.9577910016604806,1.0514370896225886,0.5914781014586334,1.0054099236930347,1.1005321520545488,0.9944561433963637,0.4217983428925064,0.1590515011838493,0.4169246099924012,0.20122851153384796,,0.20014217707515314,1.0746253581660092,,0.2028932206227898,0.12260258061746124,,,,0.3508536501446053,,0.4414725712651417,0.9147805433310481,,,0.4371378767019205,,,,,0.04594632598552771,,,0.08872285596774476,0.009994029366701906,,0.3503088553177708,0.35963627930051306,0.10060771160019927,0.03654685139734215,0.31235171588229005,0.2456973611095587
128,0.8439027340299641,1.23560911590103,0.9750137918976316,1.072488906754618,0.6054000060543179,1.0230514058311546,1.1221677287058491,1.011600382739525,0.4301948668196012,0.18081281774052393,0.43222338390645837,0.2140313691575084,,0.2099991560286547,1.0940574476253726,,0.2138572412402968,0.13252864402520081,,,,0.364174035562674,,0.4568858355893797,0.9369651748846853,,,0.44830669128342254,,,,,0.04845128263495755,,,0.09562575812686869,0.019076104206863342,,0.36623940432731283,0.3713949233779684,0.11400681625871328,0.04460808814258643,0.31990593404183465,0.2594136714751338
129,0.862184785816932,1.2569827752672138,0.9922365821347827,1.0935407238866472,0.6193219106500025,1.0406928879692743,1.1438033053571497,1.0287446220826864,0.43859139074669606,0.20257413429719856,0.4475221578205155,0.22683422678116882,,0.21985613498215628,1.1134895370847362,,0.2248212618578036,0.14245470743294042,,,,0.37749442098074276,,0.47229909991361757,0.9591498064383226,,,0.4594755058649245,,,,,0.05095623928438738,,,0.10252866028599261,0.02815817904702478,,0.3821699533368549,0.38315356745542384,0.12740592091722724,0.052669324887830604,0.3274601522013792,0.2731299818407088
130,0.8804668376038999,1.2783564346333975,1.0094593723719338,1.1145925410186768,0.633243815245687,1.0583343701073942,1.1654388820084502,1.0458888614258477,0.44698791467379084,0.2243354508538732,0.4628209317345726,0.23963708440482928,0.003864873798266444,0.22971311393565785,1.1329216265440998,,0.2357852824753106,0.15238077084068,,,,0.3908148063988115,,0.4877123642378555,0.9813344379919599,,,0.4706443204464266,,,,,0.053461195933817214,,,0.10943156244511654,0.037240253887186214,,0.39810050234639693,0.39491221153287925,0.14080502557574126,0.060730561633074887,0.33501437036092374,0.2868462922062839
131,0.8987488893908677,1.2997300939995813,1.0266821626090847,1.135644358150706,0.6471657198413714,1.0759758522455138,1.1870744586597506,1.0630331007690093,0.4553844386008856,0.24609676741054787,0.47811970564862977,0.2524399420284897,0.012442305050486047,0.23957009288915943,1.1523537160034631,,0.2467493030928174,0.16230683424841957,,,,0.40413519181688023,,0.5031256285620934,1.003519069545597,,,0.4818131350279286,,,,,0.05596615258324705,,,0.11633446460424046,0.04632232872734765,,0.414031051355939,0.40667085561033467,0.15420413023425528,0.06879179837831906,0.34256858852046834,0.30056260257185896
132,0.9170309411778357,1.3211037533657648,1.0439049528462359,1.1566961752827354,0.6610876244370558,1.0936173343836337,1.2087100353110511,1.0801773401121706,0.4637809625279805,0.2678580839672225,0.4934184795626869,0.26524279965215014,0.021019736302705705,0.249427071842661,1.1717858054628267,,0.2577133237103242,0.17223289765615918,,,,0.41745557723494897,,0.5185388928863314,1.0257037010992345,,,0.4929819496094307,,,,,0.058471109232676885,,,0.12323736676336439,0.055404403567509086,,0.42996160036548103,0.4184294996877901,0.1676032348927693,0.07685303512356334,0.35012280668001283,0.314278912937434
133,0.9353129929648036,1.3424774127319488,1.061127743083387,1.1777479924147647,0.6750095290327403,1.1112588165217536,1.2303456119623517,1.097321579455332,0.4721774864550753,0.2896194005238971,0.5087172534767441,0.27804565727581054,0.029597167554925308,0.2677525451229145,1.19121789492219,,0.2686773443278312,0.18215896106389876,,,,0.43077596265301765,,0.5339521572105693,1.0478883326528716,,,0.5041507641909326,,,,,0.06097606588210672,,,0.1301402689224883,0.06448647840767052,,0.4458921493750232,0.4301881437652455,0.18100233955128325,0.08491427186880751,0.35767702483955743,0.32799522330300906
134,0.9535950447517715,1.3638510720981323,1.0783505333205379,1.1987998095467942,0.6889314336284247,1.1289002986598733,1.2519811886136523,1.1144658187984935,0.48057401038217007,0.3113807170805718,0.5240160273908012,0.290848514899471,0.038174598807144966,0.28607801840316804,1.2106499843815537,,0.279641364945338,0.19208502447163833,,,,0.44409634807108644,,0.5493654215348072,1.070072964206509,,,0.5153195787724347,,,,,0.06348102253153655,,0.0014413041414473304,0.13704317108161224,0.07356855324783196,,0.46147452072744316,0.44163164336543076,0.19440144420979727,0.0929755086140518,0.365231242999102,0.34171153366858414
135,0.9718770965387393,1.385224731464316,1.095573323557689,1.2198516266788235,0.7028533382241091,1.146541780797993,1.2736167652649528,1.1316100581416548,0.48897053430926485,0.33314203363724637,0.5393148013048583,0.3036513725231314,0.04675203005936457,0.3044034916834216,1.230082073840917,,0.290605385562845,0.20201108787937794,,,,0.4574167334891551,,0.5647786858590451,1.0922575957601464,,,0.5264883933539368,,,,,0.06598597918096638,,0.006085252919134476,0.14394607324073616,0.0826506280879934,,0.4770568920798631,0.45307514296561596,0.20780054886831129,0.10103674535929597,0.3727854611586465,0.35542784403415917
136,0.9901591483257073,1.4065983908304998,1.1127961137948401,1.2409034438108528,0.7167752428197935,1.1641832629361129,1.2952523419162532,1.1487542974848162,0.49736705823635974,0.35490335019392105,0.5546135752189155,0.31645423014679186,0.05532946131158423,0.32272896496367515,1.2495141633002806,,0.30176302185096343,0.21193715128711751,,,,0.4707371189072239,,0.5801919501832831,1.1144422273137835,,,0.5376572079354389,,,,,0.06849093583039623,,0.010729201696821566,0.15084897539986009,0.09173270292815483,,0.49263926343228304,0.4645186425658012,0.22119965352682525,0.10909798210454025,0.3803396793181911,0.36914415439973425
137,1.0084412001126752,1.4279720501966835,1.1300189040319912,1.2619552609428824,0.730697147415478,1.1818247450742327,1.3168879185675537,1.1658985368279775,0.5057635821634545,0.3766646667505956,0.5699123491329727,0.32925708777045226,0.06390689256380383,0.34105443824392867,1.2689462527596442,,0.31292065813908193,0.22186321469485712,,,,0.4840575043252926,,0.595605214507521,1.1366268588674209,,,0.5488260225169408,,,,,0.07099589247982606,,0.015373150474508657,0.157751877558984,0.10081477776831627,,0.5082216347847031,0.4759621421659865,0.23459875818533926,0.11715921884978442,0.38789389747773567,0.3828604647653093
138,1.026723251899643,1.4493457095628672,1.1472416942691421,1.2830070780749117,0.7446190520111624,1.1994662272123524,1.3385234952188543,1.183042776171139,0.5141601060905493,0.3984259833072703,0.5852111230470298,0.3420599453941127,0.07248432381602349,0.35937991152418225,1.2883783422190076,,0.3240782944272004,0.2317892781025967,,,,0.4973778897433614,,0.611018478831759,1.158811490421058,,,0.5599948370984429,,,,,0.07350084912925589,0.004305476620107773,0.020017099252195802,0.16465477971810794,0.1098968526084777,,0.523804006137123,0.48740564176617174,0.24799786284385328,0.1252204555950287,0.3954481156372802,0.3965767751308844
