Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
1455,6.509759949661534,8.607369067808369,6.973009113814708,10.442720273303859,9.661543852946966,9.088183601364555,8.027241628131346,7.235057484265347,6.282655738484044,9.001814738282198,4.579277146557132,3.527268782746607,3.7213334098198714,9.059916406851942,12.912052292023885,5.770052220568273,8.762680544269324,8.053875986268373,9.78330747044212,5.03551446892753,5.928303582376121,6.404229965159433,4.639363845759369,7.142568008714422,10.97507087385895,6.849132887673981,3.460466604527381,8.960508096910615,8.36081135278935,4.067452786430278,4.133834740015525,2.5872489707761086,3.4117332830505713,4.397379904666073,4.928691594623855,5.283659677318436,9.0841367884158,0.4821714481030609,6.136405691655984,5.530811359518948,5.273516163454831,6.275741554804041,5.0101854411794635,5.692025454926933
1456,6.510402661116984,8.607369067808369,6.973009113814708,10.443811859462135,9.661543852946966,9.089072013320266,8.02802253265265,7.235057484265347,6.284835378785205,9.002953694129053,4.579733994487937,3.5276393662829215,3.7218577375572313,9.061188238448887,12.912052292023885,5.772412446525322,8.764562763924905,8.056183793926198,9.786819710208762,5.036587735309642,5.931611519810215,6.405191373485882,4.640218580816059,7.143461658615826,10.976382525732518,6.850787077955041,3.461254586792834,8.960508096910615,8.362913924888945,4.068333073038693,4.13463048626877,2.5877841347549637,3.4134093009065034,4.3980053632423495,4.930068691178223,5.2848269321030426,9.086667815185827,0.4824435705160097,6.13703153273917,5.531408686708424,5.2740375628264395,6.27712192675919,5.0108503856273625,5.692820017382085
1457,6.511045372572435,8.607369067808369,6.973009113814708,10.444903445620412,9.661543852946966,9.089960425275974,8.028803437173956,7.235057484265347,6.2870150190863665,9.004036514293155,4.580190842418743,3.5280099498192357,3.722382065294591,9.06246007004583,12.912052292023885,5.774772672482372,8.766444983580486,8.058491601584025,9.790331949975403,5.037661001691754,5.934919457244308,6.40615278181233,4.64107331587275,7.1443553085172296,10.977694177606086,6.8524412682361,3.462042569058288,8.960508096910615,8.365016496988538,4.069213359647109,4.135426232522014,2.588319298733819,3.4150853187624355,4.398630821818626,4.931445787732592,5.285915261463352,9.089198841955854,0.4827156929289585,6.137657373822356,5.5320060138979015,5.274558962198048,6.278502298714338,5.011515330075261,5.693614579837238
1458,6.5116880840278855,8.607369067808369,6.973009113814708,10.445995031778688,9.661543852946966,9.090848837231682,8.02958434169526,7.235057484265347,6.289194659387528,9.005119334457255,4.580647690349549,3.5283805333555502,3.7229063930319506,9.063731901642775,12.912052292023885,5.7771328984394215,8.768327203236069,8.060799409241852,9.793844189742046,5.038734268073867,5.938227394678401,6.4071141901387785,4.641928050929441,7.145248958418633,10.979005829479654,6.854095458517159,3.4628305513237416,8.960508096910615,8.367119069088133,4.0700936462555255,4.136221978775258,2.5888544627126744,3.416761336618367,4.399256280394904,4.932822884286961,5.287003590823663,9.091729868725881,0.4829878153419073,6.138283214905542,5.532603341087378,5.275080361569657,6.279882670669487,5.01218027452316,5.6944091422923915
1459,6.512330795483336,8.607369067808369,6.973009113814708,10.447086617936964,9.661543852946966,9.091737249187393,8.030365246216565,7.235057484265347,6.291374299688688,9.006202154621358,4.581104538280354,3.5287511168918644,3.7234307207693105,9.064979724342587,12.912052292023885,5.7794931243964704,8.77020942289165,8.063107216899677,9.797356429508689,5.03980753445598,5.941535332112496,6.408075598465228,4.642782785986132,7.146142608320037,10.980317481353222,6.855749648798218,3.463618533589195,8.960508096910615,8.369221641187728,4.070973932863941,4.137017725028503,2.5893896266915295,3.418437354474299,4.399881738971182,4.9341999808413295,5.288091920183973,9.094260895495909,0.48325993775485615,6.138909055988728,5.533200668276854,5.275601760941266,6.281263042624635,5.012845218971059,5.695203704747544
1460,6.512973506938786,8.607369067808369,6.973009113814708,10.44817820409524,9.661543852946966,9.092625661143101,8.03114615073787,7.235057484265347,6.29355393998985,9.00728497478546,4.58156138621116,3.529121700428179,3.7239550485066704,9.066227547042397,12.912052292023885,5.78185335035352,8.772091642547231,8.065415024557504,9.800868669275332,5.040880800838092,5.944843269546589,6.409037006791676,4.643637521042822,7.147036258221441,10.981629133226791,6.857403839079278,3.4644065158546486,8.960508096910615,8.371324213287322,4.071854219472358,4.137813471281747,2.5899247906703846,3.4201133723302313,4.400507197547459,4.935577077395698,5.289180249544284,9.096791922265936,0.483532060167805,6.139534897071914,5.5337979954663306,5.276123160312875,6.282643414579784,5.013510163418958,5.695998267202698
1461,6.513616218394236,8.607369067808369,6.973009113814708,10.449269790253517,9.661543852946966,9.09351407309881,8.031858548910865,7.235057484265347,6.295733580291011,9.00836779494956,4.582018234141965,3.5294922839644935,3.7244793762440302,9.067475369742208,12.912052292023885,5.784213576310569,8.773973862202814,8.067722832215331,9.804380909041972,5.041954067220205,5.948151206980683,6.409998415118125,4.644492256099513,7.147929908122844,10.982940785100359,6.8590580293603365,3.465194498120102,8.960508096910615,8.373426785386917,4.072734506080773,4.1386092175349924,2.5904599546492397,3.4217893901861633,4.401132656123735,4.936954173950067,5.290268578904594,9.099322949035964,0.4838041825807538,6.140201394952487,5.534395322655807,5.2766831373875265,6.284023786534933,5.014175107866856,5.69679282965785
1462,6.514258929849686,8.607369067808369,6.973009113814708,10.450361376411795,9.661543852946966,9.09440248505452,8.032570947083862,7.235057484265347,6.297913220592172,9.009450615113662,4.582475082072771,3.5298628675008077,3.72500370398139,9.068723192442018,12.912052292023885,5.786573802267619,8.775856081858395,8.070030639873156,9.807893148808615,5.043027333602317,5.951459144414776,6.410959823444573,4.645346991156203,7.148823558024248,10.984252436973927,6.860712219641396,3.4659824803855557,8.960508096910615,8.375529357486512,4.073614792689189,4.139404963788237,2.5909951186280953,3.4234654080420954,4.401758114700013,4.9383312705044355,5.291356908264905,9.10185397580599,0.48407630499370263,6.140867892833061,5.534992649845284,5.277243114462179,6.285404158490081,5.014840052314755,5.697587392113004
1463,6.514901641305136,8.607369067808369,6.973009113814708,10.451452962570071,9.661543852946966,9.095290897010228,8.033283345256857,7.235057484265347,6.300092860893333,9.010533435277765,4.582931930003577,3.5302334510371223,3.72552803171875,9.06997101514183,12.912052292023885,5.788934028224669,8.777738301513978,8.072338447530983,9.811405388575258,5.0441005999844295,5.95476708184887,6.4119212317710215,4.646201726212894,7.149717207925652,10.985564088847495,6.862237068570455,3.466770462651009,8.960508096910615,8.377631929586105,4.074495079297606,4.140200710041481,2.5915302826069504,3.4251414258980275,4.402383573276291,4.939708367058805,5.2924452376252145,9.104385002576018,0.48434842740665146,6.141534390713634,5.5355899770347605,5.27780309153683,6.28678453044523,5.015504996762654,5.698381954568156
1464,6.515544352760587,8.607369067808369,6.973009113814708,10.452544548728348,9.661543852946966,9.096179308965937,8.033995743429852,7.235057484265347,6.302272501194494,9.011616255441865,4.583380688313893,3.5306040345734364,3.7260523594561095,9.071218837841641,12.912052292023885,5.791294254181718,8.779620521169559,8.07464625518881,9.814917628341899,5.045173866366542,5.958075019282964,6.41288264009747,4.647056461269585,7.150610857827056,10.986875740721063,6.863761917499513,3.4675584449164627,8.960508096910615,8.3797345016857,4.075375365906021,4.140996456294726,2.5920654465858055,3.426817443753959,4.403009031852568,4.941085463613174,5.293533566985525,9.106916029346046,0.4846205498196003,6.142200888594208,5.536187304224237,5.2783630686114815,6.288164902400379,5.016169941210553,5.699158938329614
1465,6.516187064216037,8.607369067808369,6.973009113814708,10.453636134886624,9.661543852946966,9.097067720921647,8.034708141602847,7.235057484265347,6.304452141495656,9.012699075605967,4.58382944662421,3.530974618109751,3.7265766871934694,9.072466660541451,12.912052292023885,5.793654480138768,8.78150274082514,8.076954062846635,9.818429868108542,5.046247132748655,5.961382956717057,6.413844048423918,4.647911196326276,7.151504507728459,10.988187392594632,6.8652867664285715,3.4682980530699288,8.960508096910615,8.381717745967805,4.076255652514437,4.14179220254797,2.592600610564661,3.428493461609891,4.4036344904288445,4.9424625601675425,5.294621896345835,9.109447056116073,0.4848926722325491,6.142867386474781,5.536784631413713,5.278923045686134,6.289545274355528,5.016834885658451,5.699935922091071
1466,6.5168297756714875,8.607369067808369,6.973009113814708,10.4547277210449,9.661543852946966,9.097956132877355,8.035420539775844,7.235057484265347,6.306631781796817,9.01378189577007,4.5842782049345265,3.5313452016460656,3.7271010149308292,9.073714483241263,12.912052292023885,5.796014706095818,8.783384960480722,8.079261870504462,9.821942107875184,5.047320399130768,5.9646908941511505,6.414805456750367,4.648765931382966,7.152398157629863,10.9894990444682,6.86681161535763,3.4690376612233953,8.960508096910615,8.383700990249912,4.077135939122853,4.142587948801215,2.593135774543516,3.4301694794658233,4.404259949005122,4.943839656721911,5.295710225706146,9.1119780828861,0.48516479464549794,6.143533884355355,5.5373718298376104,5.279483022760785,6.290925646310677,5.01749983010635,5.700712905852528
1467,6.517472487126938,8.607369067808369,6.973009113814708,10.455819307203177,9.661543852946966,9.098844544833064,8.036132937948839,7.235057484265347,6.308811422097977,9.01486471593417,4.584726963244844,3.5317157851823797,3.727625342668189,9.074962305941074,12.912052292023885,5.798374932052867,8.785267180136303,8.081442414121751,9.825454347641825,5.048393665512879,5.967998831585245,6.415766865076815,4.649620666439657,7.153291807531267,10.990810696341768,6.868336464286688,3.4697772693768614,8.960508096910615,8.385684234532016,4.078016225731269,4.143383695054459,2.5936709385223713,3.4318454973217554,4.4048854075814,4.94521675327628,5.296798555066456,9.114509109656128,0.48543691705844677,6.144200382235928,5.537959028261508,5.2800429998354375,6.292306018265825,5.018164774554249,5.701489889613986
1468,6.5180614392451295,8.607369067808369,6.973009113814708,10.456910893361453,9.661543852946966,9.099732956788774,8.036845336121834,7.235057484265347,6.310991062399139,9.015947536098272,4.58517572155516,3.5320863687186943,3.7281184406015964,9.076210128640884,12.912052292023885,5.800735158009917,8.787149399791884,8.083622957739042,9.828966587408468,5.049466931894992,5.971306769019338,6.416728273403264,4.650475401496347,7.15418545743267,10.992122348215336,6.869861313215747,3.4705168775303274,8.960508096910615,8.387667478814121,4.078896512339685,4.1441794413077035,2.594206102501227,3.4335215151776874,4.405510866157677,4.9465938498306485,5.297886884426767,9.117040136426155,0.4857090394713956,6.144866880116501,5.538546226685405,5.280602976910089,6.293686390220974,5.018829719002148,5.702266873375443
1469,6.518650391363321,8.607369067808369,6.973009113814708,10.45800247951973,9.661543852946966,9.100621368744482,8.03755773429483,7.235057484265347,6.3131707027003,9.017030356262374,4.585624479865477,3.5324569522550084,3.7286115385350036,9.077457951340696,12.912052292023885,5.803095383966966,8.789031619447467,8.085803501356331,9.83247882717511,5.050540198277105,5.974614706453432,6.417689681729712,4.651330136553038,7.155079107334074,10.993434000088904,6.871386162144805,3.4712564856837935,8.960508096910615,8.389650723096226,4.079776798948101,4.144975187560949,2.594741266480082,3.4351975330336195,4.4061148934448235,4.947970946385017,5.2989752137870765,9.119571163196182,0.4859811618843444,6.145533377997075,5.539133425109301,5.28116295398474,6.2950667621761225,5.019494663450046,5.7030438571369
1470,6.519239343481512,8.607369067808369,6.973009113814708,10.459094065678006,9.661543852946966,9.101509780700193,8.038270132467826,7.235057484265347,6.3153503430014615,9.018113176426475,4.586073238175794,3.532827535791323,3.729104636468411,9.078705774040506,12.912052292023885,5.8054556099240155,8.790913839103048,8.087984044973622,9.835991066941753,5.05154549053799,5.977922643887526,6.41865109005616,4.6521848716097285,7.155972757235478,10.994745651962473,6.872911011073864,3.47199609383726,8.960508096910615,8.391633967378333,4.080657085556517,4.145770933814193,2.595276430458937,3.436873550889551,4.40671892073197,4.949348042939386,5.300063543147387,9.12210218996621,0.48625328429729325,6.146199875877648,5.539720623533198,5.2817229310593925,6.296447134131271,5.020159607897945,5.7038208408983575
1471,6.519828295599704,8.607369067808369,6.973009113814708,10.460185651836284,9.661543852946966,9.102398192655901,8.038982530640821,7.235057484265347,6.317529983302622,9.019195996590577,4.58652199648611,3.5331913163025135,3.729597734401818,9.079953596740317,12.912052292023885,5.806701712182596,8.792796058758631,8.09016458859091,9.839503306708394,5.052550782798876,5.981230581321619,6.419612498382609,4.65303960666642,7.1568664071368815,10.996057303836041,6.874435860002922,3.472735701990726,8.960508096910615,8.393617211660438,4.0815373721649335,4.146566680067438,2.595811594437792,3.4385495687454832,4.407322948019117,4.950725139493755,5.301151872507697,9.124633216736237,0.4865254067102421,6.146866373758222,5.540307821957096,5.282282908134044,6.29782750608642,5.020824552345844,5.704597824659815
1472,6.520417247717896,8.607369067808369,6.973009113814708,10.46127723799456,9.661543852946966,9.10328660461161,8.039694928813816,7.235057484265347,6.319709623603783,9.02027881675468,4.586970754796427,3.5335550968137044,3.7300908323352253,9.081178084025185,12.912052292023885,5.807947814441176,8.794678278414212,8.092345132208202,9.843015546475037,5.053556075059761,5.984538518755713,6.420573906709058,4.6538943417231105,7.157760057038286,10.997368955709609,6.875960708931981,3.473475310144192,8.960508096910615,8.395600455942542,4.082417658773349,4.147362426320682,2.5963467584166477,3.4402255866014153,4.407926975306264,4.952102236048124,5.302240201868008,9.127164243506265,0.4867975291231909,6.147532871638795,5.540895020380993,5.2827883201001615,6.299207878041568,5.021489496793743,5.705374808421271
1473,6.521006199836088,8.607369067808369,6.973009113814708,10.462368824152836,9.661543852946966,9.10417501656732,8.040407326986813,7.235057484265347,6.321889263904945,9.02136163691878,4.5874195131067435,3.533918877324895,3.7305839302686326,9.082402571310052,12.912052292023885,5.809193916699757,8.796560498069793,8.09452567582549,9.84652778624168,5.0545613673206455,5.987846456189806,6.421535315035507,4.654749076779801,7.158653706939689,10.998680607583177,6.877485557861039,3.4742149182976587,8.960508096910615,8.397583700224647,4.083297945381765,4.148158172573926,2.596881922395503,3.4419016044573474,4.408531002593412,4.953479332602493,5.303328531228318,9.129695270276292,0.48706965153613974,6.148137755837414,5.54148221880489,5.283293732066279,6.300588249996717,5.022154441241641,5.7061517921827285
1474,6.52159515195428,8.607369067808369,6.973009113814708,10.463460410311113,9.661543852946966,9.105063428523028,8.041119725159808,7.235057484265347,6.324068904206105,9.022444457082882,4.587868271417061,3.5342826578360853,3.7310770282020393,9.08362705859492,12.912052292023885,5.810440018958337,8.798442717725376,8.09670621944278,9.85004002600832,5.055566659581531,5.9911543936239005,6.422496723361955,4.6556038118364915,7.159547356841093,10.999992259456745,6.879010406790098,3.474954526451125,8.960508096910615,8.399566944506754,4.084178231990181,4.148953918827171,2.597417086374358,3.4435776223132795,4.4091350298805585,4.9548564291568615,5.304416860588629,9.13222629704632,0.48734177394908856,6.148742640036033,5.542069417228786,5.283799144032397,6.301968621951866,5.02281938568954,5.706928775944186
